word,frequency
deckhand,1.0500000000000001e-06
deckhouse,3.47e-07
deckle,2.82e-07
deckle edge,2.82e-09
decl.,5.13e-07
declaim,3.72e-07
declamation,7.76e-07
declamatory,4.9e-07
declarant,3.09e-07
declaration,0.000126
declarative,4.27e-06
declaratory,2.04e-06
declare,0.000112
declared,0.000355
declarer,1.23e-06
declass,0.0
declassify,1.6999999999999998e-06
declension,2.04e-06
declinate,0.0
declination,2.34e-06
declinatory,0.0
declinature,0.0
decline,0.00025100000000000003
declinometer,0.0
declivitous,0.0
declivity,1.86e-07
declivous,0.0
decoct,0.0
decoction,1.2599999999999998e-06
decode,1.05e-05
decoder,6.92e-06
decollate,0.0
decolonize,3.98e-07
decolorant,0.0
decolorize,0.0
decommission,1.51e-06
decompensation,3.8e-07
decompose,5.6199999999999996e-06
decomposed,7.41e-06
decomposer,2.0899999999999998e-07
decomposition,1.82e-05
decompound,0.0
decompress,2.9499999999999997e-06
decompression sickness,7.560000000000002e-08
decongestant,8.129999999999999e-07
deconsecrate,0.0
decontaminate,1.02e-06
decontrol,2.1399999999999998e-07
decor,4.47e-05
decorate,2.29e-05
decoration,6.610000000000001e-05
decorative,6.31e-05
decorator,8.910000000000001e-06
decorous,9.55e-07
decorticate,1.74e-07
decortication,1.17e-07
decorum,7.41e-06
decoupage,9.33e-07
decoy,1.1e-05
decrease,0.00014800000000000002
decreasing,4.79e-05
decree,6.610000000000001e-05
decree nisi,2.47e-08
decrement,1e-06
decrepit,5.8899999999999995e-06
decrepitate,0.0
decrepitude,6.17e-07
decresc.,0.0
decrescendo,2.24e-07
decrescent,0.0
decretal,2.24e-07
decretive,0.0
decretory,0.0
decrial,0.0
decry,3.98e-06
decrypt,4.79e-06
decumbent,4.27e-07
decuple,0.0
decurion,2.4e-07
decurrent,4.47e-07
decurved,2.0899999999999998e-07
decury,0.0
decussate,3.09e-07
dedal,0.0
dedans,2.0899999999999998e-07
dedicate,3.24e-05
dedicated,0.00038
dedication,9.120000000000001e-05
dedifferentiation,1.7000000000000001e-07
deduce,9.33e-06
deduct,1.23e-05
deductible,2.29e-05
deduction,2.88e-05
deductive,4.47e-06
deed,5.6200000000000004e-05
deed poll,4.4900000000000006e-07
deejay,3.24e-06
deem,2.1900000000000004e-05
deemster,1.1500000000000001e-07
deep,0.00112
deep kiss,2.84e-06
deep mourning,4.6900000000000003e-07
deep space,6.7600000000000005e-06
deep structure,4.28e-06
deep-dyed,2.63e-07
deep-freeze,1.1600000000000001e-06
deep-fry,7.26e-07
deep-laid,2.74e-06
deep-rooted,6.240000000000001e-07
deep-sea,5.670000000000001e-06
deep-seated,7.26e-07
deep-set,8.710000000000001e-06
deep-six,7.12e-06
deepen,1.55e-05
deeply,0.000275
deer,0.000132
deer fly,1.07e-06
deer fly fever,6.5e-07
deer lick,4.0700000000000003e-07
deer mouse,8.01e-07
deerhound,2e-07
deerskin,8.71e-07
deerstalker,3.8e-07
def.,8.13e-05
deface,2.09e-06
defalcate,0.0
defalcation,0.0
defamation,2.4e-05
defamatory,7.24e-06
defame,3.39e-06
default,0.000195
defaulter,4.68e-07
defeasance,1.78e-07
defeasible,2.95e-07
defeat,0.000324
defeatism,1.38e-06
defeatist,2.45e-06
defecate,2.51e-06
defect,4.79e-05
defection,8.13e-06
defective,3.7199999999999996e-05
defective number,3.68e-07
defective year,3.7000000000000006e-07
defector,4.17e-06
defence,0.000324
defend,0.000295
defendant,9.55e-05
defenestration,7.08e-07
defense,0.000851
defense mechanism,1.53e-06
defensible,6.460000000000001e-06
defensive,0.00024
defer,1.5799999999999998e-05
deference,9.12e-06
deferent,3.89e-07
deferential,2.4e-06
deferment,2.1899999999999998e-06
deferral,3.98e-06
deferred,3.4699999999999996e-05
deferred annuity,1.36e-07
defiance,3.02e-05
defiant,1.62e-05
defibrillator,4.5699999999999994e-06
deficiency,4.37e-05
deficiency disease,4.1400000000000003e-07
deficient,2.14e-05
deficient number,2.1300000000000001e-07
deficit,0.000115
deficit spending,9.380000000000001e-07
defilade,1.91e-07
defile,4.47e-06
define,0.00020400000000000003
definiendum,0.0
definiens,1.35e-07
definite,6.03e-05
definite article,5.74e-07
definite integral,3.63e-07
definitely,0.0009119999999999999
definition,0.00038
definitive,6.31e-05
deflagrate,0.0
deflate,4.07e-06
deflation,8.51e-06
deflect,1.48e-05
deflected,1.17e-05
deflection,1.66e-05
deflective,1.9499999999999999e-07
deflexed,0.0
deflocculate,0.0
defloration,3.39e-07
deflower,3.09e-07
defluxion,0.0
defoliant,3.63e-07
defoliate,3.1599999999999997e-07
deforce,0.0
deforest,1.3199999999999999e-06
deform,3.1600000000000002e-06
deformation,1.45e-05
deformed,1.62e-05
deformity,6.76e-06
defraud,7.08e-06
defray,2.4e-06
defrayal,0.0
defrock,2.4e-07
defrost,3.1600000000000002e-06
defroster,4.9e-07
deft,7.41e-06
defunct,1.91e-05
defy,2.63e-05
deg.,7.76e-06
degas,4.9e-06
degauss,0.0
degeneracy,4.17e-06
degenerate,2.14e-05
degeneration,1.32e-05
degenerative joint disease,9.91e-08
deglutinate,0.0
deglutition,0.0
degradable,1.1e-06
degradation,3.98e-05
degrade,1.91e-05
degraded,2.04e-05
degrading,2.2400000000000002e-05
degrease,2.1399999999999998e-07
degree,0.000871
degree of freedom,3.95e-06
degree-day,7.93e-06
degression,0.0
degust,0.0
dehisce,1.1500000000000001e-07
dehiscence,6.17e-07
dehiscent,2.88e-07
dehorn,0.0
dehumanize,1.41e-06
dehumidifier,2.04e-06
dehumidify,1.12e-07
dehydrate,1.95e-06
dehydrogenase,7.41e-06
dehydrogenate,0.0
dehypnotize,0.0
deice,0.0
deicer,1.2e-07
deicide,5.13e-07
deictic,4.07e-07
deific,1.0999999999999999e-07
deification,1.15e-06
deiform,0.0
deify,6.61e-07
deign,1.82e-06
deil,1.17e-07
deipnosophist,0.0
deism,1.7399999999999999e-06
deist,1.3199999999999999e-06
deity,3.5499999999999996e-05
deject,1.29e-07
dejecta,0.0
dejected,5.8899999999999995e-06
dejection,1.41e-06
deka-,7.41e-09
dekaliter,0.0
dekameter,0.0
dekko,1.23e-07
del.,0.00020899999999999998
delaine,5.89e-07
delaminate,1.8200000000000002e-07
delamination,1.1199999999999999e-06
delate,1.12e-07
delative,0.0
delay,0.00025100000000000003
delayed neutron,2.35e-07
delayed-action,1.4600000000000002e-06
delaying action,2.42e-07
dele,3.1600000000000002e-06
delectable,5.01e-06
delectate,0.0
delectation,7.08e-07
delegacy,1.2e-07
delegate,5.0100000000000005e-05
delegation,8.32e-05
delete,0.000166
deleterious,5.25e-06
deletion,1.7e-05
delft,5.25e-06
delftware,2.1900000000000002e-07
deli,2.2400000000000002e-05
deliberate,6.610000000000001e-05
deliberation,1.15e-05
deliberative,3.39e-06
delicacy,1.51e-05
delicate,0.00010200000000000001
delicatessen,3.02e-06
delicious,0.000219
delict,3.89e-07
delight,9.33e-05
delighted,0.000123
delightful,5.89e-05
delimit,1.0500000000000001e-06
delimitate,0.0
delineate,3.63e-06
delineation,3.4700000000000002e-06
delineator,2.45e-07
delinquency,8.32e-06
delinquent,1.32e-05
deliquesce,0.0
deliquescence,0.0
delirious,8.910000000000001e-06
delirium,9.12e-06
delirium tremens,6.57e-09
delitescence,0.0
delitescent,0.0
deliver,0.000355
deliverance,1.17e-05
delivery,0.00038899999999999997
delivery room,3.36e-06
dell,4.68e-05
della Robbia,3.75e-09
delocalize,0.0
delouse,1.17e-07
delphinium,8.71e-07
delta,0.000132
delta connection,1.07e-06
delta iron,1.06e-06
delta ray,1.04e-06
delta wing,9.96e-07
deltaic,5.75e-07
deltoid,1.35e-06
delubrum,0.0
delude,3.02e-06
deluge,1.1200000000000001e-05
delusion,2.34e-05
delusive,2.51e-07
deluxe,5.2499999999999995e-05
delve,1.38e-05
demagnetize,1.55e-07
demagogic,6.92e-07
demagogue,3.02e-06
demagoguery,1.51e-06
demagogy,3.39e-07
demand,0.000692
demand bill,4.6400000000000005e-06
demand deposit,1.3900000000000002e-06
demand loan,2.83e-06
demand note,4.24e-06
demandant,0.0
demanding,0.000135
demantoid,0.0
demarcate,1.1e-06
demarcation,6.17e-06
demarche,2.51e-07
demark,3.1599999999999997e-07
demasculinize,0.0
dematerialize,2.51e-07
deme,6.92e-07
demean,3.8e-06
demeanor,1.5799999999999998e-05
dement,9.33e-07
demented,9.33e-06
dementia,5.75e-05
dementia praecox,8.780000000000002e-09
demerit,2.1899999999999998e-06
demesne,2.09e-06
demi-,2.34e-07
demi-sec,2.1e-07
demibastion,0.0
demicanton,0.0
demigod,2.75e-06
demijohn,1.55e-07
demilitarize,3.8e-07
demilune,0.0
demimondaine,0.0
demimonde,2.45e-07
demineralize,0.0
demirelief,0.0
demirep,0.0
demise,4.57e-05
demisemiquaver,0.0
demission,0.0
demit,1.41e-07
demitasse,3.24e-07
demiurge,1.17e-06
demivolt,0.0
demo,0.000115
demo-,1.15e-06
demob,2.88e-07
demobilize,4.57e-07
democracy,0.000324
democrat,0.000174
democratic,0.0005369999999999999
democratize,1.35e-06
demodulate,1.4500000000000001e-07
demodulation,8.32e-07
demodulator,7.41e-07
demography,6.92e-06
demoiselle,5.250000000000001e-07
demolish,1.51e-05
demolition,4.17e-05
demolition bomb,3.77e-07
demon,0.000115
demonetize,1.66e-07
demoniac,4.1700000000000004e-07
demonic,2.14e-05
demonism,0.0
demonize,4.07e-06
demonography,0.0
demonolater,0.0
demonolatry,0.0
demonology,1.35e-06
demonstrable,4.27e-06
demonstrate,0.00015800000000000002
demonstration,0.000115
demonstrative,4.27e-06
demonstrator,7.94e-06
demoralize,1.5800000000000001e-06
demos,2.51e-05
demote,1.95e-06
demotic,1.0500000000000001e-06
demount,0.0
dempster,3.8e-06
demulcent,1.3200000000000002e-07
demulsify,0.0
demur,6.03e-07
demure,3.63e-06
demurrage,3.09e-07
demurral,0.0
demurrer,3.55e-07
demy,8.129999999999999e-07
demythologize,0.0
den,0.00010200000000000001
denarius,9.77e-07
denary,0.0
denationalize,0.0
denaturalize,0.0
denature,6.17e-07
denazify,0.0
dendriform,0.0
dendrite,1.02e-06
dendritic,5.5e-06
dendro-,0.0
dendrochronology,3.98e-07
dendroid,1.17e-07
dendrology,1.9499999999999999e-07
dene,3.02e-06
denegation,0.0
dengue,8.51e-06
deniable,7.24e-07
denial,9.769999999999999e-05
denier,5.6199999999999996e-06
denigrate,3.89e-06
denim,3.31e-05
denims,7.41e-07
denitrate,0.0
denitrify,0.0
denizen,1.41e-06
denom.,1.78e-07
denominate,2.82e-07
denomination,2.04e-05
denominational,8.51e-06
denominationalism,2.1900000000000002e-07
denominative,0.0
denominator,1.35e-05
denotation,7.939999999999999e-07
denotative,2.4e-07
denote,1.95e-05
denouement,2.6300000000000002e-06
denounce,1.74e-05
dense,9.55e-05
densify,1.62e-07
densimeter,0.0
densitometer,1.62e-07
density,0.000214
dent,4.68e-05
dent.,4.68e-05
dental,0.000129
dental floss,1.35e-07
dental surgeon,6.59e-07
dentalium,1.7000000000000001e-07
dentate,1.82e-06
dentation,0.0
dentelle,1.2e-07
denti-,2.88e-09
denticle,1.8200000000000002e-07
denticulate,2.4e-07
denticulation,0.0
dentiform,0.0
dentifrice,2.29e-07
dentil,1.5799999999999999e-07
dentil band,1.58e-09
dentilabial,0.0
dentilingual,0.0
dentist,7.24e-05
dentistry,2.45e-05
dentition,2.57e-06
dentoid,0.0
denture,3.4700000000000002e-06
denudate,0.0
denudation,3.09e-07
denude,2.63e-07
denumerable,0.0
denunciate,0.0
denunciation,4.07e-06
denunciatory,0.0
deny,0.000219
deodand,0.0
deodar,3.63e-07
deodorant,1.32e-05
deodorize,2.0899999999999998e-07
deontology,5.37e-07
deoxidize,0.0
deoxygenate,0.0
deoxyribonuclease,0.0
deoxyribonucleic acid,6.7399999999999995e-09
deoxyribose,3.31e-07
dep.,8.71e-06
depart,4.68e-05
departed,6.03e-05
department,0.0017000000000000001
department store,6.480000000000001e-06
departmentalism,0.0
departmentalize,0.0
departure,0.000166
depend,0.00015800000000000002
dependable,1.78e-05
dependence,4.57e-05
dependency,3.31e-05
dependent,0.000191
dependent variable,7.790000000000001e-07
depersonalization,1.3199999999999999e-06
depersonalize,1.48e-07
depict,2.57e-05
depicture,0.0
depilate,0.0
depilatory,3.47e-07
deplane,4.07e-07
deplete,4.47e-06
deplorable,1.5799999999999998e-05
deplore,2.6899999999999997e-06
deploy,5.0100000000000005e-05
deplume,0.0
depolarize,3.31e-07
depolymerize,0.0
depone,0.0
deponent,5.37e-07
depopulate,5.250000000000001e-07
deport,1.51e-05
deportation,3.7199999999999996e-05
deportee,5.009999999999999e-07
deportment,1.23e-06
deposal,0.0
depose,4.68e-06
deposit,0.000174
deposit slip,9.09e-07
depositary,2.51e-06
deposition,3.24e-05
depositor,1.35e-06
depository,8.71e-06
depot,8.91e-05
deprave,2.45e-07
depraved,1.1e-05
depravity,7.24e-06
deprecate,7.59e-07
deprecative,0.0
deprecatory,2.0899999999999998e-07
depreciable,3.55e-07
depreciate,2.88e-06
depreciation,2.34e-05
depreciatory,0.0
depredate,0.0
depredation,6.459999999999999e-07
depress,7.24e-06
depressant,3.72e-06
depressed,0.000138
depressed area,1.32e-06
depression,0.00036300000000000004
depressive,1.9999999999999998e-05
depressomotor,0.0
depressor,4.1700000000000004e-07
deprivation,2.7499999999999998e-05
deprive,1.55e-05
deprived,4.9e-05
depside,0.0
dept.,5.13e-05
depth,0.000355
depth bomb,1.88e-06
depth charge,2.65e-06
depth of field,2.9400000000000002e-06
depth psychology,1.3e-06
depurate,0.0
depurative,0.0
deputation,2.51e-06
depute,1.5800000000000001e-06
deputize,4.1700000000000004e-07
deputy,0.000355
deputy sheriff,1.03e-06
der.,0.000145
deracinate,0.0
deraign,0.0
derail,1.2e-05
derange,2.95e-07
deranged,1.5799999999999998e-05
derangement,3.72e-06
deration,0.0
derby,0.000126
dereism,0.0
derelict,1.26e-05
dereliction,3.55e-06
deride,2.51e-06
derisible,0.0
derision,6.31e-06
derisive,2.29e-06
deriv.,0.0
derivation,1.1e-05
derivative,4.47e-05
derive,3.24e-05
derived unit,1.6e-06
derma,1.2e-06
dermal,6.31e-06
dermatitis,8.13e-06
dermato-,0.0
dermatogen,0.0
dermatoglyphics,0.0
dermatoid,0.0
dermatologist,1.15e-05
dermatology,8.51e-06
dermatome,1.91e-07
dermatophyte,1.1500000000000001e-07
dermatoplasty,0.0
dermatosis,2.1399999999999998e-07
dermis,2.57e-06
dermoid,2.4e-07
dernier cri,8.059999999999999e-09
dernier ressort,9.41e-10
derogate,4.1700000000000004e-07
derogative,1.78e-07
derogatory,1.74e-05
derrick,3.09e-05
derring-do,1.02e-08
derringer,1.23e-06
derris,3.55e-07
derry,1.55e-05
dervish,2.51e-06
desalinate,3.47e-07
desc.,3.98e-06
descant,5.75e-07
descend,3.24e-05
descendant,1.9999999999999998e-05
descendent,2.4e-06
descender,4.9e-07
descendible,0.0
descent,8.51e-05
describe,0.00036300000000000004
description,0.0005369999999999999
descriptive,3.4699999999999996e-05
descriptive geometry,2.3800000000000001e-07
descriptive linguistics,1.52e-07
descry,2.0899999999999998e-07
desecrate,2e-06
desegregate,8.91e-07
desensitize,6.76e-07
desert,0.00025100000000000003
desert boots,1.15e-06
desert fathers,8.130000000000001e-07
desert rat,9.310000000000001e-07
deserted,4.37e-05
desertion,7.08e-06
deserve,0.00038899999999999997
deserved,0.000138
deservedly,5.75e-06
deserving,3.7199999999999996e-05
desex,0.0
desexualize,0.0
deshabille,0.0
desiccant,1.1e-06
desiccate,2.4e-07
desiccated,2.4e-06
desiccator,0.0
desiderata,6.31e-07
desiderate,0.0
desiderative,1.12e-07
desideratum,2.95e-07
design,0.00148
designate,2.34e-05
designation,5.75e-05
designed,0.0009119999999999999
designedly,1.4500000000000001e-07
designer,0.000263
designing,7.76e-05
desinence,0.0
desirable,7.08e-05
desire,0.000407
desired,0.000145
desirous,3.4700000000000002e-06
desist,1.1200000000000001e-05
desk,0.000269
desman,1.0999999999999999e-07
desmid,0.0
desmoid,0.0
desolate,1.48e-05
desolation,1.07e-05
desorb,1.74e-07
despair,6.610000000000001e-05
despairing,4.27e-06
despatch,4.9e-06
desperado,2.29e-06
desperate,0.00020899999999999998
desperation,3.5499999999999996e-05
despicable,2.88e-05
despise,3.1599999999999996e-05
despite,0.001
despiteful,0.0
despoil,3.8e-07
despoliation,2.24e-07
despond,2.95e-07
despondency,1.66e-06
despondent,4.79e-06
despot,4.79e-06
despotic,3.72e-06
despotism,2.88e-06
despumate,0.0
desquamate,0.0
dessert,6.759999999999999e-05
dessert wine,6.02e-07
dessertspoon,0.0
dessiatine,0.0
destination,0.000174
destine,5.250000000000001e-07
destined,6.170000000000001e-05
destiny,0.000155
destitute,1.17e-05
destitution,2.6899999999999997e-06
destrier,1.41e-07
destroy,0.00033099999999999997
destroyer,3.1599999999999996e-05
destroyer escort,2.4e-07
destruct,7.94e-06
destructible,9.119999999999999e-07
destruction,0.000229
destructionist,0.0
destructive,7.76e-05
destructive distillation,9.040000000000002e-08
destructor,1.5800000000000001e-06
desuetude,1.41e-07
desulphurize,0.0
desultory,1.2599999999999998e-06
detach,9.77e-06
detached,6.170000000000001e-05
detachment,2.88e-05
detail,0.00037200000000000004
detail drawing,1.88e-06
detail man,3.52e-06
detailed,0.000324
detain,1.62e-05
detainer,7.939999999999999e-07
detect,0.000112
detection,0.000115
detective,0.000162
detector,5.13e-05
detent,1.2e-06
detention,9.120000000000001e-05
detention home,8.990000000000001e-07
deter,3.02e-05
deterge,0.0
detergency,0.0
detergent,1.5799999999999998e-05
deteriorate,1.41e-05
deterioration,2.69e-05
determinable,7.59e-07
determinant,7.94e-06
determinate,2.1400000000000003e-06
determination,0.000145
determinative,1.38e-06
determine,0.000427
determined,0.000437
determiner,1.38e-06
determinism,5.6199999999999996e-06
deterrence,9.77e-06
deterrent,2.14e-05
detest,7.41e-06
detestable,2.9499999999999997e-06
detestation,4.1700000000000004e-07
dethrone,2.29e-06
detinue,1.17e-07
detonate,9.55e-06
detonation,1.15e-05
detonator,3.89e-06
detour,1.5799999999999998e-05
detoxicate,0.0
detoxify,1.35e-06
detract,1.02e-05
detraction,4.1700000000000004e-07
detrain,1.12e-07
detribalize,0.0
detriment,1.82e-05
detrimental,3.5499999999999996e-05
detrital,7.08e-07
detrition,0.0
detritus,5.25e-06
detrude,0.0
detruncate,0.0
detrusion,0.0
detumescence,0.0
deuce,8.71e-06
deuced,3.02e-07
deus ex machina,3.2e-08
deuteragonist,0.0
deuteranope,0.0
deuteranopia,0.0
deuterium,4.5699999999999994e-06
deuterium oxide,4.16e-08
deutero-,1.91e-09
deuterogamy,0.0
deuteron,3.98e-07
deutoplasm,0.0
deutzia,1.2e-07
deva,5.37e-06
devaluate,0.0
devaluation,8.13e-06
devalue,4.47e-06
devastate,4.17e-06
devastating,7.08e-05
devastation,2.1900000000000004e-05
develop,0.000562
developer,0.00015800000000000002
developing,0.000457
development,0.00204
devest,0.0
deviant,1.07e-05
deviate,1.15e-05
deviation,2.51e-05
deviationism,0.0
device,0.000468
devil,0.0002
devil's advocate,3.2e-07
devil's darning needle,8.45e-09
devil's food cake,3.51e-07
devil's grip,3.04e-07
devil's tattoo,3.0900000000000003e-07
devil-may-care,1.85e-06
deviled,2.29e-06
devilfish,3.1599999999999997e-07
devilish,6.92e-06
devilkin,0.0
devilment,3.02e-07
devilry,4.9e-07
deviltry,1.78e-07
devious,1.07e-05
devisable,0.0
devisal,0.0
devise,1.55e-05
devisee,0.0
devisor,0.0
devitalize,0.0
devitrify,0.0
devoice,0.0
devoid,2.63e-05
devoir,6.03e-07
devoirs,1.0999999999999999e-07
devolution,1.15e-05
devolve,6.03e-06
devote,3.3900000000000004e-05
devoted,0.00015099999999999998
devotee,8.51e-06
devotion,5.3700000000000004e-05
devotional,1.45e-05
devour,1.48e-05
devout,2.1900000000000004e-05
dew,3.31e-05
dew point,3.28e-07
dewan,3.1600000000000002e-06
dewberry,8.71e-07
dewclaw,0.0
dewdrop,5.89e-07
dewlap,4.27e-07
dewy,4.3700000000000005e-06
dewy-eyed,4.17e-08
dexamethasone,2.1400000000000003e-06
dexter,3.98e-05
dexterity,1.17e-05
dexterous,1.91e-06
dextrad,0.0
dextral,4.9e-07
dextrality,0.0
dextran,9.33e-07
dextrin,2.82e-07
dextro,4.1700000000000004e-07
dextro-,4.17e-09
dextroamphetamine,5.62e-07
dextrocular,0.0
dextroglucose,0.0
dextrogyrate,0.0
dextrorotation,0.0
dextrorse,0.0
dextrose,2.04e-06
dextrosinistral,0.0
dextrous,6.76e-07
dey,1.15e-05
dg,1.5799999999999998e-05
dharana,1.91e-07
dharma,1.8599999999999998e-05
dharna,4.37e-07
dhobi,4.68e-07
dhole,3.8e-07
dhoti,1e-06
dhow,1.15e-06
dhyana,6.03e-07
di-,2.14e-06
di.,0.000214
dia-,2.1900000000000004e-07
diabase,4.9e-07
diabetes,0.00014800000000000002
diabetes insipidus,4.35e-09
diabetes mellitus,5.92e-08
diabetic,2.82e-05
diablerie,1.35e-07
diabolic,1.4499999999999999e-06
diabolism,0.0
diabolize,0.0
diabolo,6.17e-07
diacaustic,0.0
diacetylmorphine,1.51e-07
diachronic,8.129999999999999e-07
diacid,0.0
diaconal,2.34e-07
diaconate,6.61e-07
diaconicon,0.0
diaconicum,0.0
diacritic,5.13e-07
diacritical,6.459999999999999e-07
diactinic,0.0
diadelphous,0.0
diadem,2.45e-06
diadromous,0.0
diaeresis,1.74e-07
diag.,1e-06
diagenesis,4.1700000000000004e-07
diageotropism,0.0
diagnose,2.57e-05
diagnosis,0.00015800000000000002
diagnostic,6.759999999999999e-05
diagnostician,5.62e-07
diagnostics,1.62e-05
diagonal,2.29e-05
diagram,7.08e-05
diagraph,0.0
diakinesis,0.0
dial,8.51e-05
dial telephone,6.39e-07
dial tone,6.67e-07
dial.,8.51e-05
dialect,3.4699999999999996e-05
dialect atlas,2.2400000000000002e-07
dialect geography,2.5399999999999997e-07
dialectal,1.17e-06
dialectic,4.9e-06
dialectical,4.79e-06
dialectical materialism,3.36e-08
dialectician,1.3200000000000002e-07
dialecticism,0.0
dialectics,2.04e-06
dialectologist,0.0
dialectology,3.1599999999999997e-07
diallage,0.0
dialogism,0.0
dialogist,0.0
dialogize,0.0
dialogue,0.000195
dialyse,0.0
dialyser,0.0
dialysis,1.8599999999999998e-05
dialytic,0.0
dialyze,0.0
diam.,1.7399999999999999e-06
diamagnet,0.0
diamagnetic,6.459999999999999e-07
diamagnetism,1.48e-07
diameter,0.00012
diametral,1.5799999999999999e-07
diametrically,3.89e-06
diamine,1.17e-06
diamond,0.000263
diamond drill,8.38e-07
diamond jubilee,2.49e-07
diamond point,2.4400000000000004e-06
diamondback,2.45e-06
diamondback rattlesnake,1.8400000000000003e-08
diamondback terrapin,1.0700000000000002e-08
diandrous,0.0
dianetics,8.71e-07
dianoetic,0.0
dianoia,0.0
dianthus,6.459999999999999e-07
diapason,6.92e-07
diapause,7.41e-07
diapedesis,0.0
diaper,3.09e-05
diaper rash,1.86e-07
diaphane,0.0
diaphaneity,0.0
diaphanous,9.33e-07
diaphone,0.0
diaphony,0.0
diaphoresis,1.91e-07
diaphoretic,4.1700000000000004e-07
diaphragm,1.23e-05
diaphysis,1.4500000000000001e-07
diapophysis,0.0
diapositive,0.0
diarchy,1.0999999999999999e-07
diarist,1.55e-06
diarrhea,3.5499999999999996e-05
diarrhoea,1.05e-05
diarthrosis,0.0
diary,0.000123
diaspore,1.35e-07
diastase,1.0699999999999999e-07
diastasis,3.24e-07
diastema,3.09e-07
diaster,1.38e-07
diastole,4.79e-07
diastrophism,0.0
diastyle,0.0
diatessaron,2.63e-07
diathermic,0.0
diathermy,3.02e-07
diathesis,4.1700000000000004e-07
diatom,1.2599999999999998e-06
diatomaceous,1.51e-06
diatomaceous earth,1.51e-08
diatomic,9.119999999999999e-07
diatomite,3.47e-07
diatonic,1.66e-06
diatribe,3.8e-06
diatropism,0.0
diazine,0.0
diazo,5.13e-07
diazole,0.0
diazomethane,1.66e-07
diazonium,2.63e-07
diazonium salt,2.6300000000000002e-09
diazotize,0.0
dib,2.45e-06
dibasic,1.9499999999999999e-07
dibble,1.82e-06
dibbuk,0.0
dibranchiate,0.0
dibromide,0.0
dibs,6.76e-06
dibucaine,0.0
dicarboxylic acid,6.0100000000000005e-09
dicast,0.0
dice,5.75e-05
dicentra,1.55e-07
dicephalous,0.0
dichasium,0.0
dichlamydeous,0.0
dichloride,6.61e-07
dichlorodifluoromethane,0.0
dichlorodiphenyltrichloroethane,0.0
dicho-,3.4700000000000002e-09
dichogamy,0.0
dichotomize,0.0
dichotomous,2.04e-06
dichotomy,1.23e-05
dichroic,1.2e-06
dichroism,5.62e-07
dichroite,0.0
dichromate,5.89e-07
dichromatic,2.45e-07
dichromaticism,0.0
dichromatism,0.0
dichromic,0.0
dichromic acid,0.0
dichroscope,0.0
dick,0.0005009999999999999
dickens,3.31e-05
dicker,1.38e-06
dickey,7.76e-06
dicky,5.37e-06
diclinous,0.0
dicot,2.57e-07
dicotyledon,0.0
dicrotic,0.0
dict.,1.62e-06
dicta,1.15e-06
dictate,3.8e-05
dictation,5.13e-06
dictator,4.57e-05
dictatorial,8.13e-06
dictatorship,4.37e-05
diction,5.13e-06
dictionary,0.00010499999999999999
dictionary catalog,4.5800000000000005e-07
dictum,2.82e-06
did,0.00912
didactic,5.5e-06
didactics,5.250000000000001e-07
diddle,2.45e-06
didn't,0.00479
dido,4.47e-06
didst,2.75e-06
didymium,0.0
didymous,0.0
didynamous,0.0
die,0.00117
die down,1.02e-05
die out,1.1200000000000001e-05
die-hard,8.720000000000001e-06
dieback,1.15e-06
diecious,0.0
diehard,6.460000000000001e-06
dieldrin,2.04e-07
dielectric,9.77e-06
dielectric constant,9.5e-08
dielectric heating,9.180000000000001e-08
diencephalon,2.95e-07
dieresis,0.0
dies non,2.27e-06
diesel,0.000112
diesel cycle,8.75e-07
diesel engine,9.65e-07
diesel oil,1.03e-06
diesel-electric,9.24e-07
diesis,0.0
diestock,0.0
diet,0.00037200000000000004
dietary,5.0100000000000005e-05
dietetic,2.09e-06
dietetics,2.88e-06
diethyl ether,1.56e-08
dietitian,4.9e-06
diff.,1.5799999999999998e-05
differ,0.000107
difference,0.00102
different,0.0038900000000000002
differentia,1.86e-07
differentiable,2.1899999999999998e-06
differential,6.759999999999999e-05
differential analyzer,9.810000000000001e-08
differential calculus,2.51e-07
differential coefficient,1.8e-07
differential equation,4.1099999999999996e-07
differential gear,5.48e-07
differential operator,5.110000000000001e-07
differential psychology,5.079999999999999e-07
differential windlass,1.0100000000000001e-08
differentiate,4.17e-05
differentiation,3.09e-05
difficile,2.57e-06
difficult,0.00117
difficulty,0.000214
diffidence,6.76e-07
diffident,1.2599999999999998e-06
diffluent,0.0
diffract,2.51e-07
diffraction,1.1200000000000001e-05
diffraction grating,6.19e-08
diffractive,5.250000000000001e-07
diffractometer,2.57e-07
diffuse,1.91e-05
diffuse nebula,8.980000000000001e-08
diffuser,6.03e-06
diffusion,2.51e-05
diffusive,8.32e-07
diffusivity,1e-06
dig,0.000166
dig in,1.6600000000000002e-06
dig.,0.000166
digamma,1.62e-07
digamy,0.0
digastric,1.48e-07
digenesis,0.0
digest,5.13e-05
digestant,0.0
digester,1.1e-06
digestible,4.79e-06
digestif,2.51e-07
digestion,2.04e-05
digestive,2.88e-05
digestive biscuit,1.4300000000000002e-07
digged,8.51e-07
digger,1.48e-05
digger wasp,8.910000000000001e-08
diggings,1.41e-06
dight,2.95e-07
digit,5.89e-05
digital,0.0006760000000000001
digital clock,1.93e-06
digital computer,3.92e-06
digitalin,0.0
digitalis,1.86e-06
